date,observer,site,plot,quadrat,id,1_pa,2_pa,3_pa,4_pa,5_pa,6_pa,7_pa,8_pa,9_pa,cover,notes
4/11/2016,Pandora Holliday,s2,1,4,Themeda,0,0,1,1,0,1,1,0,1,12,
4/11/2016,Pandora Holliday,s2,1,4,Red grass,1,0,1,1,0,0,1,0,0,5,
4/11/2016,Pandora Holliday,s2,1,4,CONRUB,1,0,0,0,1,0,1,0,0,2,
4/11/2016,Pandora Holliday,s2,1,4,Skeleton weed,1,1,0,1,1,1,1,1,1,15,
4/11/2016,Pandora Holliday,s2,1,4,VULMYU,1,1,1,1,1,1,1,1,1,10,
4/11/2016,Pandora Holliday,s2,1,4,VULBRO,1,1,1,1,1,1,1,1,1,10,
4/11/2016,Pandora Holliday,s2,1,4,Hounds tongue,1,0,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,1,4,Tri leaf daisy,0,0,0,1,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,1,4,Ringed Wallaby grass,0,1,0,1,1,0,1,1,0,5,
4/11/2016,Pandora Holliday,s2,1,4,POALAB,0,0,0,0,0,0,1,1,0,6,
4/11/2016,Pandora Holliday,s2,1,4,Lomandra,0,0,0,0,1,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,1,4,Hairy offset sheath,0,1,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,1,4,Lily creeper,0,0,0,0,0,0,0,0,1,5,
4/11/2016,Pandora Holliday,s2,1,4,Hairy flatweed,1,1,1,1,0,0,1,1,1,2,
4/11/2016,Pandora Holliday,s2,1,4,AUSBIG,0,1,1,0,1,0,0,0,0,4,
4/11/2016,Pandora Holliday,s2,1,4,TRIGLOM,0,0,0,0,1,1,1,1,0,3,
4/11/2016,Pandora Holliday,s2,1,4,Wurmbea,0,0,0,0,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,s2,1,4,TRISUB,0,0,0,0,0,0,0,1,0,2,
4/11/2016,Pandora Holliday,s2,1,4,Blue seed Wallaby grass,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,1,4,Litter,0,0,0,0,0,0,0,0,0,10,
4/11/2016,Pandora Holliday,s2,1,4,Bareground,0,0,0,0,0,0,0,0,0,10,
4/11/2016,Pandora Holliday,s2,2,1,Sorrel,1,1,1,0,0,1,0,0,0,10,
4/11/2016,Pandora Holliday,s2,2,1,VULMYU,1,1,1,1,1,1,1,1,1,10,
4/11/2016,Pandora Holliday,s2,2,1,VULBRO,1,1,1,1,1,1,1,1,1,10,
4/11/2016,Pandora Holliday,s2,2,1,BROHOR,0,0,0,1,1,0,1,1,0,5,
4/11/2016,Pandora Holliday,s2,2,1,LOMBRAC,1,1,0,0,0,0,0,0,0,8,
4/11/2016,Pandora Holliday,s2,2,1,Aira,0,0,0,1,1,0,1,1,1,10,
4/11/2016,Pandora Holliday,s2,2,1,Purple node,1,0,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,1,Themeda,1,1,1,0,1,1,1,1,1,35,
4/11/2016,Pandora Holliday,s2,2,1,Hairy offset sheath,1,0,0,0,0,0,0,0,0,2,
4/11/2016,Pandora Holliday,s2,2,1,Red grass,0,0,0,1,1,0,0,0,0,10,
4/11/2016,Pandora Holliday,s2,2,1,TRISUB,1,1,0,1,1,1,1,1,1,30,
4/11/2016,Pandora Holliday,s2,2,1,CONRUB,1,1,0,0,0,0,1,1,0,2,
4/11/2016,Pandora Holliday,s2,2,1,TRIARV,1,1,1,1,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,s2,2,1,Skeleton weed,0,0,1,1,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,1,Hairy flatweed,0,1,0,0,1,1,0,0,1,3,
4/11/2016,Pandora Holliday,s2,2,1,Sheeps burr,0,1,1,0,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,s2,2,1,GERSOL,0,1,1,0,0,1,1,0,1,5,
4/11/2016,Pandora Holliday,s2,2,1,TRIDUB,0,0,0,1,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,1,Vanilla g,0,1,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,1,AUSBIG,1,1,0,1,0,0,0,0,0,10,
4/11/2016,Pandora Holliday,s2,2,1,Pinecone grass,0,0,1,1,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,s2,2,1,Ringed Wallaby grass,0,0,0,0,0,0,1,0,1,1,
4/11/2016,Pandora Holliday,s2,2,1,POALAB,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,1,Litter,0,0,0,0,0,0,0,0,0,35,
4/11/2016,Pandora Holliday,s2,2,2,Themeda,1,1,1,1,1,1,1,1,1,75,
4/11/2016,Pandora Holliday,s2,2,2,Avena,0,1,1,0,0,0,0,0,0,2,
4/11/2016,Pandora Holliday,s2,2,2,Sorrel,1,1,0,1,1,1,0,1,0,15,
4/11/2016,Pandora Holliday,s2,2,2,Aira,0,0,0,0,0,0,1,1,0,10,
4/11/2016,Pandora Holliday,s2,2,2,Wurmbea,0,0,0,0,0,0,0,1,0,1,
4/11/2016,Pandora Holliday,s2,2,2,Sheeps burr,0,0,1,0,0,0,1,1,0,2,
4/11/2016,Pandora Holliday,s2,2,2,VULMYU,0,0,1,1,0,0,1,1,0,1,
4/11/2016,Pandora Holliday,s2,2,2,VULBRO,0,0,1,1,0,1,1,1,0,15,
4/11/2016,Pandora Holliday,s2,2,2,GERSOL,1,1,0,0,0,0,0,0,0,2,
4/11/2016,Pandora Holliday,s2,2,2,Plantain,0,1,1,0,0,0,0,0,0,2,
4/11/2016,Pandora Holliday,s2,2,2,Pinecone grass,1,0,1,1,1,0,0,0,0,5,
4/11/2016,Pandora Holliday,s2,2,2,Lily creeper,0,1,0,1,0,0,0,0,0,3,
4/11/2016,Pandora Holliday,s2,2,2,Vanilla g,0,0,1,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,2,TRISUB,0,0,1,0,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,s2,2,2,CONRUB,0,0,0,1,0,1,1,0,1,5,
4/11/2016,Pandora Holliday,s2,2,2,POALAB,0,0,0,0,0,1,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,2,Skeleton weed,0,0,0,0,0,1,1,1,1,5,
4/11/2016,Pandora Holliday,s2,2,2,Hairy flatweed,0,0,0,0,0,0,1,0,0,5,
4/11/2016,Pandora Holliday,s2,2,2,Litter,0,0,0,0,0,0,0,0,0,85,
4/11/2016,Pandora Holliday,s2,2,3,Themeda,1,1,1,1,1,1,1,1,1,45,
4/11/2016,Pandora Holliday,s2,2,3,VULBRO,1,1,1,1,1,1,1,1,1,45,
4/11/2016,Pandora Holliday,s2,2,3,Skeleton weed,0,0,1,0,0,1,1,1,0,7,
4/11/2016,Pandora Holliday,s2,2,3,POALAB,0,0,1,0,0,1,0,0,0,2,
4/11/2016,Pandora Holliday,s2,2,3,Avena,0,1,0,1,1,1,0,1,1,5,
4/11/2016,Pandora Holliday,s2,2,3,VULMYU,0,0,0,1,0,0,0,0,1,2,
4/11/2016,Pandora Holliday,s2,2,3,Plantain,0,0,0,0,0,0,1,1,0,2,
4/11/2016,Pandora Holliday,s2,2,3,Prickly lettuce,0,0,0,1,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,3,Sheeps burr,1,0,1,1,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,3,Hounds tongue,1,0,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,3,Hairy flatweed,1,1,0,1,1,1,0,1,1,5,
4/11/2016,Pandora Holliday,s2,2,3,TRIARV,1,1,1,1,1,1,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,3,TRISUB,1,0,0,1,0,0,1,1,1,5,
4/11/2016,Pandora Holliday,s2,2,3,CONRUB,0,1,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,3,AUSBIG,0,1,1,0,0,0,0,0,0,5,
4/11/2016,Pandora Holliday,s2,2,3,Ringed Wallaby grass,0,0,1,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,3,BROHOR,0,0,1,0,0,0,0,1,0,1,
4/11/2016,Pandora Holliday,s2,2,3,Vanilla g,0,0,1,0,0,0,0,1,0,1,
4/11/2016,Pandora Holliday,s2,2,3,GERSOL,0,0,1,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,3,Branched hairy grass,0,0,0,0,0,1,1,0,0,2,
4/11/2016,Pandora Holliday,s2,2,3,Oxalis ,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,3,Hairy panic,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,3,TRIGLOM,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,3,Litter,0,0,0,0,0,0,0,0,0,80,
4/11/2016,Pandora Holliday,s2,2,4,BROHOR,1,1,1,0,0,0,0,0,0,5,
4/11/2016,Pandora Holliday,s2,2,4,Plantain,0,0,1,1,0,0,1,1,1,3,
4/11/2016,Pandora Holliday,s2,2,4,Skeleton weed,1,1,1,1,1,0,1,0,0,10,
4/11/2016,Pandora Holliday,s2,2,4,Themeda,0,1,1,0,1,1,1,1,1,25,
4/11/2016,Pandora Holliday,s2,2,4,AUSBIG,1,0,0,0,0,0,0,0,0,12,
4/11/2016,Pandora Holliday,s2,2,4,VULBRO,1,1,1,1,0,0,1,0,1,20,
4/11/2016,Pandora Holliday,s2,2,4,VULMYU,0,1,1,0,0,0,0,0,0,3,
4/11/2016,Pandora Holliday,s2,2,4,TRIARV,0,1,1,1,0,0,1,1,0,1,
4/11/2016,Pandora Holliday,s2,2,4,TRIDUB,0,1,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,4,Hairy flatweed,1,1,1,0,1,0,0,1,1,5,
4/11/2016,Pandora Holliday,s2,2,4,Sheeps burr,0,0,1,0,0,1,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,4,TRISUB,1,0,0,0,0,0,0,1,0,2,
4/11/2016,Pandora Holliday,s2,2,4,Thin fuzzy grass,0,0,1,0,0,0,0,0,0,5,
4/11/2016,Pandora Holliday,s2,2,4,POALAB,1,0,0,1,1,0,1,0,0,25,
4/11/2016,Pandora Holliday,s2,2,4,CONRUB,1,1,1,1,1,1,1,1,1,5,
4/11/2016,Pandora Holliday,s2,2,4,Hounds tongue,0,1,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,s2,2,4,Branched hairy grass,0,0,1,1,0,0,1,0,0,2,
4/11/2016,Pandora Holliday,s2,2,4,Wurmbea,0,0,0,0,0,0,0,1,0,4,
4/11/2016,Pandora Holliday,s2,2,4,Pinecone grass,0,0,0,0,0,0,0,1,1,3,
4/11/2016,Pandora Holliday,s2,2,4,Hairy panic,0,0,0,0,0,0,0,1,0,1,
4/11/2016,Pandora Holliday,s2,2,4,Red grass,0,0,0,0,0,0,0,0,1,4,
4/11/2016,Pandora Holliday,s2,2,4,GERSOL,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,s2,2,4,Litter,0,0,0,0,0,0,0,0,0,70,
4/11/2016,Pandora Holliday,s2,2,4,Log,0,0,0,0,0,0,0,0,0,5,
4/11/2016,Pandora Holliday,w2,6,1,Avena,1,1,1,1,1,1,1,1,1,30,
4/11/2016,Pandora Holliday,w2,6,1,BRODIA,1,1,1,1,0,1,1,1,1,60,
4/11/2016,Pandora Holliday,w2,6,1,Micro laena,1,1,1,1,1,1,1,1,1,75,
4/11/2016,Pandora Holliday,w2,6,1,GERSOL,1,1,0,0,1,1,0,1,1,20,
4/11/2016,Pandora Holliday,w2,6,1,Plantain,0,0,1,1,1,0,1,0,0,20,
4/11/2016,Pandora Holliday,w2,6,1,TRISUB,1,1,0,1,1,1,1,0,0,10,
4/11/2016,Pandora Holliday,w2,6,1,VULBRO,1,0,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,6,1,VULMYU,0,0,0,0,1,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,6,1,Litter,0,0,0,0,0,0,0,0,0,85,
4/11/2016,Pandora Holliday,w2,6,2,Prairie grass,0,1,1,0,1,0,0,1,0,8,Bromus spp. 
4/11/2016,Pandora Holliday,w2,6,2,Avena,1,1,1,1,1,1,1,1,1,75,
4/11/2016,Pandora Holliday,w2,6,2,BRODIA,1,1,1,1,1,1,1,1,1,70,
4/11/2016,Pandora Holliday,w2,6,2,Plantain,1,0,0,0,0,0,1,0,1,5,
4/11/2016,Pandora Holliday,w2,6,2,GERSOL,1,1,1,1,1,1,1,1,1,20,
4/11/2016,Pandora Holliday,w2,6,2,Prickly lettuce,0,0,0,0,0,0,0,1,0,1,
4/11/2016,Pandora Holliday,w2,6,2,Litter,0,0,0,0,0,0,0,0,0,95,
4/11/2016,Pandora Holliday,w2,6,3,Avena,1,1,1,1,1,1,0,1,1,25,
4/11/2016,Pandora Holliday,w2,6,3,Plantain,1,1,1,0,1,1,0,1,1,25,
4/11/2016,Pandora Holliday,w2,6,3,BRODIA,1,1,1,1,1,1,0,1,1,30,
4/11/2016,Pandora Holliday,w2,6,3,BROHOR,0,0,0,1,0,1,0,1,0,1,
4/11/2016,Pandora Holliday,w2,6,3,VULMYU,0,0,0,1,1,1,1,1,1,10,
4/11/2016,Pandora Holliday,w2,6,3,VULBRO,0,0,0,0,0,0,0,0,1,3,
4/11/2016,Pandora Holliday,w2,6,3,Broadleaf Austro stipa,1,0,1,1,0,1,1,1,1,30,
4/11/2016,Pandora Holliday,w2,6,3,GERSOL,0,0,0,0,0,0,0,1,0,1,
4/11/2016,Pandora Holliday,w2,6,3,TRISUB,1,0,1,1,0,1,1,1,1,15,
4/11/2016,Pandora Holliday,w2,6,3,Micro laena,0,0,1,0,1,0,0,1,0,25,
4/11/2016,Pandora Holliday,w2,6,3,Swamp dock,0,0,0,0,1,0,0,1,1,5,
4/11/2016,Pandora Holliday,w2,6,3,Pinecone grass,0,0,0,1,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,6,3,Sheeps burr,0,0,0,0,0,1,0,0,0,1,
4/11/2016,Pandora Holliday,w2,6,3,Litter,0,0,0,0,0,0,0,0,0,60,
4/11/2016,Pandora Holliday,w2,6,4,Avena,1,1,1,1,1,1,0,1,1,25,
4/11/2016,Pandora Holliday,w2,6,4,BRODIA,1,1,1,1,1,1,1,1,1,30,
4/11/2016,Pandora Holliday,w2,6,4,BROHOR,1,0,0,1,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,6,4,Sorrel,0,0,0,0,1,1,1,1,1,12,
4/11/2016,Pandora Holliday,w2,6,4,Micor,1,1,0,1,1,1,1,1,1,55,
4/11/2016,Pandora Holliday,w2,6,4,TRISUB,1,0,1,1,1,0,1,1,0,20,
4/11/2016,Pandora Holliday,w2,6,4,Broadleaf Austro stipa,0,0,0,1,0,0,1,1,0,6,
4/11/2016,Pandora Holliday,w2,6,4,Plantain,1,0,1,1,1,1,0,1,1,15,
4/11/2016,Pandora Holliday,w2,6,4,VULBRO,1,1,0,1,1,0,1,1,0,3,
4/11/2016,Pandora Holliday,w2,6,4,VULMYU,1,1,0,1,1,0,1,1,0,3,
4/11/2016,Pandora Holliday,w2,6,4,GERSOL,0,1,0,0,0,0,0,0,0,2,
4/11/2016,Pandora Holliday,w2,6,4,Litter,0,0,0,0,0,0,0,0,0,85,
4/11/2016,Pandora Holliday,w2,10,1,Avena,1,1,1,1,1,1,1,1,1,25,
4/11/2016,Pandora Holliday,w2,10,1,BRODIA,1,1,1,1,1,1,1,1,1,40,
4/11/2016,Pandora Holliday,w2,10,1,Micro laena,1,1,1,1,1,1,1,1,1,70,
4/11/2016,Pandora Holliday,w2,10,1,Plantain,1,0,1,0,0,1,0,1,1,10,
4/11/2016,Pandora Holliday,w2,10,1,Skeleton weed,0,0,0,0,0,0,0,1,1,1,
4/11/2016,Pandora Holliday,w2,10,1,Litter,0,0,0,0,0,0,0,0,0,90,
4/11/2016,Pandora Holliday,w2,10,2,VULMYU,0,0,0,0,0,0,1,0,1,10,
4/11/2016,Pandora Holliday,w2,10,2,Plantain,0,0,1,0,1,0,1,0,1,5,
4/11/2016,Pandora Holliday,w2,10,2,TRISUB,1,1,1,1,1,1,1,1,1,7,
4/11/2016,Pandora Holliday,w2,10,2,VULBRO,1,1,1,1,1,1,1,1,1,40,
4/11/2016,Pandora Holliday,w2,10,2,BROHOR,1,1,0,1,1,1,1,0,0,1,
4/11/2016,Pandora Holliday,w2,10,2,Avena,1,1,1,1,1,1,1,1,1,4,
4/11/2016,Pandora Holliday,w2,10,2,Oxalis ,0,1,0,0,0,0,0,0,0,2,"hairy, leave red marked"
4/11/2016,Pandora Holliday,w2,10,2,Micro laena,1,0,0,0,0,0,0,0,0,2,
4/11/2016,Pandora Holliday,w2,10,2,TRIGLOM,0,1,1,0,1,1,1,1,1,8,
4/11/2016,Pandora Holliday,w2,10,2,TRIARV,0,1,1,0,1,1,1,1,1,2,
4/11/2016,Pandora Holliday,w2,10,2,Hairy flatweed,0,1,0,1,1,1,1,1,0,5,
4/11/2016,Pandora Holliday,w2,10,2,BRODIA,0,0,0,1,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,10,2,Red grass,0,0,0,1,0,0,1,0,0,3,
4/11/2016,Pandora Holliday,w2,10,2,Hairy panic,0,0,0,0,0,1,0,0,0,2,
4/11/2016,Pandora Holliday,w2,10,2,Saffron thistle,0,0,0,0,0,0,0,1,1,1,
4/11/2016,Pandora Holliday,w2,10,2,Litter,0,0,0,0,0,0,0,0,0,60,
4/11/2016,Pandora Holliday,w2,10,2,Bareground,0,0,0,0,0,0,0,0,0,15,
4/11/2016,Pandora Holliday,w2,10,3,Avena,1,1,1,1,1,1,1,1,1,40,
4/11/2016,Pandora Holliday,w2,10,3,Plantain,0,1,1,1,1,1,1,1,1,50,
4/11/2016,Pandora Holliday,w2,10,3,Cleary sage,0,0,0,1,0,0,1,0,0,5,
4/11/2016,Pandora Holliday,w2,10,3,BRODIA,0,1,0,1,1,0,0,0,0,10,
4/11/2016,Pandora Holliday,w2,10,3,TRISUB,1,1,1,1,0,1,1,1,1,20,
4/11/2016,Pandora Holliday,w2,10,3,BROHOR,0,1,1,0,0,1,0,0,1,5,
4/11/2016,Pandora Holliday,w2,10,3,VULMYU,0,1,1,0,0,0,0,0,0,5,
4/11/2016,Pandora Holliday,w2,10,3,Aira,0,1,1,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,10,3,Hairy flatweed,0,1,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,10,3,Mouse earred chickweed,0,0,0,0,1,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,10,3,Litter,0,0,0,0,0,0,0,0,0,60,
4/11/2016,Pandora Holliday,w2,10,3,Bareground,0,0,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,10,4,Plantain,1,1,1,0,1,1,1,1,0,25,
4/11/2016,Pandora Holliday,w2,10,4,Avena,0,0,0,1,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,w2,10,4,BROHOR,1,1,1,1,1,1,1,1,1,3,
4/11/2016,Pandora Holliday,w2,10,4,VULMYU,1,0,0,1,1,1,0,1,0,10,
4/11/2016,Pandora Holliday,w2,10,4,VULBRO,1,1,1,1,1,1,0,1,1,30,
4/11/2016,Pandora Holliday,w2,10,4,TRISUB,0,0,0,1,1,1,1,1,0,25,
4/11/2016,Pandora Holliday,w2,10,4,TRIGLOM,1,1,1,1,1,1,1,1,1,10,
4/11/2016,Pandora Holliday,w2,10,4,TRIARV,1,0,0,0,1,0,0,0,1,1,
4/11/2016,Pandora Holliday,w2,10,4,Aira,1,1,0,1,0,0,0,0,0,6,
4/11/2016,Pandora Holliday,w2,10,4,Hairy panic,0,1,1,0,0,1,0,1,0,8,
4/11/2016,Pandora Holliday,w2,10,4,Smooth flatweed,0,0,0,0,0,0,0,1,0,1,
4/11/2016,Pandora Holliday,w2,10,4,Litter,0,0,0,0,0,0,0,0,0,60,
4/11/2016,Pandora Holliday,w2,10,4,Bareground,0,0,0,0,0,0,0,0,0,25,
4/11/2016,Pandora Holliday,w2,9,1,Avena,1,1,1,1,1,1,1,1,1,75,
4/11/2016,Pandora Holliday,w2,9,1,Plantain,0,0,1,0,0,0,0,0,0,7,
4/11/2016,Pandora Holliday,w2,9,1,St Johns wort,0,1,1,0,0,0,0,0,0,15,
4/11/2016,Pandora Holliday,w2,9,1,Cleary sage,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,w2,9,1,Micro laena,0,1,1,0,0,1,0,0,0,10,
4/11/2016,Pandora Holliday,w2,9,1,Litter,0,0,0,0,0,0,0,0,0,95,
4/11/2016,Pandora Holliday,w2,9,2,Avena,1,1,1,1,1,1,1,1,1,40,
4/11/2016,Pandora Holliday,w2,9,2,Plantain,0,1,1,0,0,0,0,0,1,12,
4/11/2016,Pandora Holliday,w2,9,2,TRISUB,1,1,1,1,1,1,1,1,1,15,
4/11/2016,Pandora Holliday,w2,9,2,CONRUB,0,0,0,1,1,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,9,2,Pattersons curse,0,0,0,0,1,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,9,2,TRIARV,0,0,1,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,9,2,Prickly lettuce,0,0,0,0,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,w2,9,2,Sorrel,0,0,0,0,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,w2,9,2,Litter,0,0,0,0,0,0,0,0,0,90,
4/11/2016,Pandora Holliday,w2,9,3,Avena,1,1,1,1,1,1,1,1,1,95,
4/11/2016,Pandora Holliday,w2,9,3,BRODIA,0,0,0,0,0,0,0,1,1,12,
4/11/2016,Pandora Holliday,w2,9,3,Cleary sage,0,0,0,0,0,0,0,1,0,3,
4/11/2016,Pandora Holliday,w2,9,3,Woolly mullien,1,0,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,9,3,Skeleton weed,0,0,0,0,1,1,0,0,0,2,
4/11/2016,Pandora Holliday,w2,9,3,TRISUB,0,0,1,0,0,1,0,0,0,1,
4/11/2016,Pandora Holliday,w2,9,3,Plantain,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,w2,9,3,Litter,0,0,0,0,0,0,0,0,0,95,
4/11/2016,Pandora Holliday,w2,9,4,Avena,1,1,1,1,1,1,1,1,1,95,
4/11/2016,Pandora Holliday,w2,9,4,BRODIA,0,0,0,0,0,0,1,1,1,6,
4/11/2016,Pandora Holliday,w2,9,4,Plantain,1,0,1,1,1,0,1,1,1,25,
4/11/2016,Pandora Holliday,w2,9,4,CONRUB,0,0,0,0,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,w2,9,4,TRISUB,0,0,0,1,1,0,0,1,0,5,
4/11/2016,Pandora Holliday,w2,9,4,Litter,0,0,0,0,0,0,0,0,0,90,
4/11/2016,Pandora Holliday,w2,8,1,Avena,1,1,1,1,1,1,1,1,1,50,
4/11/2016,Pandora Holliday,w2,8,1,BRODIA,1,1,1,1,1,1,1,1,1,40,
4/11/2016,Pandora Holliday,w2,8,1,BROHOR,1,0,0,0,1,1,1,0,0,2,
4/11/2016,Pandora Holliday,w2,8,1,Plantain,1,1,1,1,1,1,1,1,1,40,
4/11/2016,Pandora Holliday,w2,8,1,TRISUB,1,0,1,1,1,1,1,1,1,15,
4/11/2016,Pandora Holliday,w2,8,1,Cleary sage,0,0,1,1,0,1,0,0,1,25,
4/11/2016,Pandora Holliday,w2,8,1,AUSBIG,0,0,0,0,0,0,1,0,0,5,
4/11/2016,Pandora Holliday,w2,8,1,Themeda,0,0,0,0,0,0,0,1,0,5,
4/11/2016,Pandora Holliday,w2,8,1,Skeleton weed,0,1,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,8,1,Litter,0,0,0,0,0,0,0,0,0,85,
4/11/2016,Pandora Holliday,w2,8,2,Avena,1,1,1,1,1,1,1,1,1,50,
4/11/2016,Pandora Holliday,w2,8,2,BRODIA,1,1,1,1,1,1,1,1,1,60,
4/11/2016,Pandora Holliday,w2,8,2,Cleary sage,0,0,0,1,0,0,1,0,0,15,
4/11/2016,Pandora Holliday,w2,8,2,GERSOL,1,1,0,1,1,0,0,0,0,5,
4/11/2016,Pandora Holliday,w2,8,2,TRISUB,0,0,0,0,0,1,0,1,0,5,
4/11/2016,Pandora Holliday,w2,8,2,Plantain,1,1,1,0,1,1,0,1,1,25,
4/11/2016,Pandora Holliday,w2,8,2,BROHOR,1,0,0,0,0,0,1,1,0,3,
4/11/2016,Pandora Holliday,w2,8,2,Litter,0,0,0,0,0,0,0,0,0,85,
4/11/2016,Pandora Holliday,w2,8,3,Avena,1,1,1,1,1,1,1,1,1,25,
4/11/2016,Pandora Holliday,w2,8,3,BRODIA,1,1,1,1,1,1,1,1,1,30,
4/11/2016,Pandora Holliday,w2,8,3,BROHOR,1,1,1,1,1,1,1,1,1,20,
4/11/2016,Pandora Holliday,w2,8,3,Cleary sage,1,1,1,1,1,1,1,1,1,50,
4/11/2016,Pandora Holliday,w2,8,3,TRISUB,1,1,1,1,1,1,1,1,1,50,
4/11/2016,Pandora Holliday,w2,8,3,TRIARV,1,1,1,0,0,1,0,0,0,5,
4/11/2016,Pandora Holliday,w2,8,3,Aira,0,0,0,0,0,1,0,0,0,1,
4/11/2016,Pandora Holliday,w2,8,3,Skeleton weed,1,0,1,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,8,3,Plantain,1,1,1,1,1,1,1,1,1,50,
4/11/2016,Pandora Holliday,w2,8,3,Micro laena,0,1,0,0,0,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,8,3,VULMYU,0,1,0,1,1,0,0,0,0,1,
4/11/2016,Pandora Holliday,w2,8,3,GERSOL,0,0,0,0,0,1,0,0,0,1,
4/11/2016,Pandora Holliday,w2,8,3,CONRUB,0,0,0,0,0,0,1,0,0,1,
4/11/2016,Pandora Holliday,w2,8,3,TRIGLOM,0,0,0,0,0,0,0,0,1,1,
4/11/2016,Pandora Holliday,w2,8,3,Litter,0,0,0,0,0,0,0,0,0,35,
4/11/2016,Pandora Holliday,w2,8,4,Avena,1,1,1,1,1,1,1,1,1,50,
4/11/2016,Pandora Holliday,w2,8,4,BRODIA,1,1,1,1,1,1,1,1,1,30,
4/11/2016,Pandora Holliday,w2,8,4,Plantain,1,1,1,1,1,1,1,0,1,20,
4/11/2016,Pandora Holliday,w2,8,4,Cleary sage,1,1,0,1,0,1,1,1,1,30,
4/11/2016,Pandora Holliday,w2,8,4,BROHOR,1,0,0,0,0,0,0,1,0,10,
4/11/2016,Pandora Holliday,w2,8,4,GERSOL,0,0,0,1,1,0,1,1,0,5,
4/11/2016,Pandora Holliday,w2,8,4,TRISUB,1,1,1,1,1,1,1,1,1,60,
4/11/2016,Pandora Holliday,w2,8,4,Pinecone grass,1,1,1,1,1,1,0,0,0,30,
4/11/2016,Pandora Holliday,w2,8,4,Skeleton weed,1,0,0,0,0,0,1,0,0,2,
4/11/2016,Pandora Holliday,w2,8,4,VULMYU,1,0,0,0,0,1,0,0,1,1,
4/11/2016,Pandora Holliday,w2,8,4,TRIARV,0,1,1,0,0,1,0,0,0,2,
4/11/2016,Pandora Holliday,w2,8,4,Micro laena,0,0,0,0,0,0,0,0,1,1,
