date,observer,site,plot,quadrat,id,1_pa,2_pa,3_pa,4_pa,5_pa,6_pa,7_pa,8_pa,9_pa,cover
4/12/2015,Andrew O'Reilly-Nugent,S2,10,2,Litter,0,0,0,0,0,0,0,0,0,0
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,VULSP1,1,1,1,1,1,1,1,1,1,20
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,Green fairy,1,1,1,1,1,1,1,1,1,15
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,BOTMAC,1,1,1,1,1,1,1,1,1,30
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,BROHOR,1,0,1,0,1,1,0,1,1,4
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,PLALAN,0,0,1,0,0,0,0,1,0,2
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,Spiky stem,1,0,0,0,0,0,0,1,0,3
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,TRIARV,1,1,1,0,0,0,0,1,1,2
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,Convolvulus,1,1,0,1,0,0,1,0,1,3
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,AVEBAR,0,0,1,0,0,0,0,0,0,1
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,TRISUB,1,1,1,1,1,1,1,1,1,3
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,Straight up blade,1,0,1,0,1,1,1,0,1,5
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,HYPGLA,0,0,0,0,0,0,1,0,0,1
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,LOMFIL,0,0,0,1,0,0,0,0,0,2
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,Bare ground,0,0,0,0,0,0,0,0,0,0
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,Rock,0,0,0,0,0,0,0,0,0,0
4/12/2015,Andrew O'Reilly-Nugent,S2,10,3,Litter,0,0,0,0,0,0,0,0,0,10
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,TRIARV,1,1,1,1,1,1,1,1,1,4
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,VULSP1,1,1,1,1,1,1,1,1,1,20
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,Green fairy,1,1,1,1,1,1,1,1,1,20
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,AVEBAR,1,0,0,0,0,0,0,1,0,1
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,PLALAN,0,1,0,0,1,1,1,0,1,8
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,Spiky stem,0,0,0,0,0,0,0,1,0,2
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,AUSBIG,1,0,1,0,0,0,0,0,0,6
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,Convolvulus,1,0,0,1,0,0,0,0,0,1
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,BOTMAC,1,1,1,1,1,1,1,1,1,20
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,BROHOR,1,1,1,1,1,1,1,0,0,5
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,PANEFF,1,1,0,1,1,0,0,1,1,8
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,HYPGLA,0,0,0,0,0,0,0,1,1,1
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,TRISUB,1,1,0,0,1,0,1,1,0,2
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,TALL RYD1,0,0,0,0,0,1,0,0,0,1
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,THETRI,0,0,0,1,1,0,0,0,0,5
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,OXALIS,0,0,0,1,0,0,1,0,0,2
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,Bare ground,0,0,0,0,0,0,0,0,0,0
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,Rock,0,0,0,0,0,0,0,0,0,0
4/12/2015,Andrew O'Reilly-Nugent,S2,10,4,Litter,0,0,0,0,0,0,0,0,0,40
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,AUSSCA,0,0,1,1,1,1,1,1,1,30
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,HOLLAN2,1,1,1,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,THETRI,0,1,0,1,0,0,0,0,1,8
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,HYPRAD,1,1,1,0,0,1,1,1,1,8
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,Weeping grass,0,0,0,0,0,1,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,VULSP1,1,1,1,1,1,1,1,1,1,12
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,Green fairy,1,1,1,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,BROHOR,1,1,0,0,0,0,0,0,1,6
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,Straight up blade,0,0,0,0,1,0,0,0,0,3
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,AUSBIG,0,1,0,0,0,1,0,0,0,8
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,AIRA,1,1,0,1,1,0,1,0,1,2
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,HYPRAD,1,0,0,0,0,0,0,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,TRISUB,0,1,1,0,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,Tall RYD2,0,1,0,0,0,0,1,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,ANTSCAB2,0,1,0,0,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,Bare ground,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,Rock,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,1,1,Litter,0,0,0,0,0,0,0,0,0,20
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,VULSP1,1,1,1,1,1,1,1,1,1,4
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,Green fairy,1,1,1,1,1,0,1,1,1,6
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,BROHOR,1,0,0,1,1,1,1,1,1,3
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,ANTSCAB2,0,0,1,0,0,1,0,0,0,3
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,HOLLAN2,1,1,1,0,0,1,0,1,0,5
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,THETRI,1,0,0,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,PLALAN,0,0,0,1,0,0,0,0,0,8
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,AUSSCA,1,1,1,1,1,0,1,1,1,40
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,AIRA,1,1,1,1,1,1,1,1,0,6
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,Tall RYD1,0,1,0,1,1,1,0,0,0,3
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,HYPRAD,1,1,1,1,1,0,0,0,0,12
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,Tall RYD2,1,1,0,0,1,0,0,1,1,2
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,Quaking grass,1,0,0,0,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,TRISUB,0,1,0,0,0,0,0,0,0,0.5
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,HYPGLA,0,0,1,1,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,Straight up blade,0,0,0,1,0,0,0,0,0,4
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,LOMFIL,0,0,0,1,0,0,1,0,0,6
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,OXALIS,0,0,0,0,0,0,0,0,1,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,Bare ground,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,Rock,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,1,2,Litter,0,0,0,0,0,0,0,0,0,15
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,VULSP1,1,1,1,0,1,1,1,1,1,10
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,Green fairy,1,1,1,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,BROHOR,0,0,0,0,1,0,0,0,0,6
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,HOLLAN2,1,1,1,1,1,1,1,0,1,12
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,PLALAN,0,0,0,0,1,0,1,1,1,10
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,HYPRAD,0,0,1,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,AIRA,1,1,0,1,1,0,1,1,1,12
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,AUSSCA,1,1,1,1,1,1,1,0,0,20
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,Tall RYD1,0,1,1,0,0,1,0,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,THETRI,0,0,1,0,0,0,0,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,TRISUB,0,0,0,0,0,0,0,1,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,Bare ground,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,Rock,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,1,3,Litter,0,0,0,0,0,0,0,0,0,15
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,VULSP1,1,1,1,1,1,1,1,1,1,12
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,Green fairy,1,1,1,1,1,1,1,1,1,8
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,BROHOR,1,1,1,1,1,0,0,0,0,4
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,HYPRAD,1,1,0,1,1,1,0,1,1,8
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,AUSSCA,1,1,1,1,1,1,0,0,0,18
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,LOMFIL,0,0,0,0,0,1,0,0,0,5
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,HOLLAN2,1,1,1,1,1,1,1,0,1,12
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,PLALAN,1,0,0,0,0,0,1,1,1,10
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,ANTSCAB2,0,1,0,0,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,AIRA,1,1,0,1,1,0,1,1,1,2
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,Tall RYD1,0,0,0,0,0,1,0,0,1,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,Straight up blade,0,0,0,0,0,0,1,1,1,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,Pinecone grass,0,0,0,0,0,0,0,0,1,1
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,Bare ground,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,Rock,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,1,4,Litter,0,0,0,0,0,0,0,0,0,25
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,PLALAN,1,1,0,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,AVEBAR,1,0,0,1,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,AIRA,1,1,1,1,1,1,1,1,1,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Quaking grass,1,1,1,0,1,1,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,HYPRAD,1,0,1,0,1,1,1,1,1,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Green fairy,1,1,1,1,1,1,1,1,1,20
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,VULSP1,1,1,1,1,1,1,1,1,0,20
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,ANTSCAB2,0,1,1,0,0,0,0,0,1,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Tall RYD1,1,1,1,1,1,1,1,1,0,3
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Tall RYD2,1,1,1,0,1,1,0,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,HOLLAN2,1,1,0,0,0,0,0,0,0,3
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,THETRI,0,0,1,0,1,1,1,0,0,7
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Buttercup like,0,0,0,0,0,0,0,1,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,AUSSCA,0,1,0,0,0,1,0,0,0,10
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,BROHOR,1,1,1,1,0,0,0,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,AUSBIG,1,1,1,0,0,0,0,0,1,12
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Smooth effusum,0,0,0,1,0,0,0,1,1,5
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,BOTMAC,0,0,0,0,0,0,0,0,1,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Bare ground,0,0,0,0,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Rock,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,2,1,Litter,0,0,0,0,0,0,0,0,0,10
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,THETRI,1,1,0,1,1,1,1,0,0,15
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,Tall RYD1,0,0,1,1,1,0,1,0,1,8
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,Tall RYD2,0,0,1,1,0,0,1,0,1,6
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,ANTSCAB2,0,0,0,0,0,1,0,0,1,3
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,Green fairy,1,1,1,1,1,1,0,1,0,25
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,BROHOR,0,0,1,0,0,1,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,PLALAN,1,0,0,1,1,0,1,1,1,6
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,HYPRAD,1,0,0,0,0,0,1,1,0,5
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,Straight up blade,1,0,0,0,0,0,0,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,AUSBIG,1,1,1,1,1,1,0,1,1,30
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,AIRA,0,0,0,0,0,0,1,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,Smooth effusum,0,0,0,0,0,0,1,1,1,0
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,Bare ground,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,Rock,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,2,2,Litter,0,0,0,0,0,0,0,0,0,30
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Dark tussock,1,1,0,0,0,0,0,0,0,8
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Smooth effusum,1,0,1,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,HYPRAD,0,1,1,1,1,1,1,0,0,15
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,ANTSCAB2,1,0,0,0,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,HOLLAN2,1,1,0,1,0,1,1,1,1,8
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Green fairy,1,0,1,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,PLALAN,0,1,1,1,1,1,1,0,0,6
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Tall RYD1,1,1,0,0,1,0,1,1,1,8
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Tall RYD2,0,1,0,0,0,0,0,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,AIRA,1,1,1,0,1,1,1,0,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Quaking grass,1,0,1,1,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,AUSBIG,0,0,1,1,0,0,1,1,1,12
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,RUMACT,0,0,0,0,1,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Pinecone grass,0,0,0,0,0,1,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,VULSP1,0,0,0,0,0,0,1,1,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Bare ground,0,0,0,0,0,0,0,0,0,1
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Rock,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,2,3,Litter,0,0,0,0,0,0,0,0,0,40
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,ANTSCAB2,0,0,0,1,0,0,0,0,1,5
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,Tall RYD1,1,1,1,0,1,0,1,1,1,8
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,Tall RYD2,0,0,1,0,1,1,1,1,1,6
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,AUSBIG,1,0,0,0,1,0,0,0,1,12
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,Smooth effusum,1,1,1,1,1,1,1,1,0,20
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,HYPRAD,0,1,0,0,0,0,0,0,1,6
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,AIRA,1,1,0,1,0,0,1,1,0,2
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,Green fairy,1,1,1,1,1,1,1,1,1,15
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,Bare ground,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,Rock,0,0,0,0,0,0,0,0,0,0
1/12/2015,Andrew O'Reilly-Nugent,S3,2,4,Litter,0,0,0,0,0,0,0,0,0,60
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,VULSP1,1,1,1,1,1,1,1,1,1,25
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,Green fairy,1,1,1,1,1,1,1,1,1,20
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,BROHOR,0,1,1,1,0,1,0,1,1,5
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,PLALAN,1,1,1,1,1,0,1,1,1,20
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,AVEBAR,0,0,1,1,0,1,0,0,1,2
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,THETRI,0,0,0,0,1,1,0,1,0,6
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,ANTSCAB2,0,1,0,1,1,1,0,0,0,2
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,HYPRAD,1,0,0,0,0,0,0,1,0,4
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,AUSBIG,0,1,0,1,1,1,0,1,0,10
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,HYPGLA,1,0,0,1,0,0,0,1,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,AIRA,1,0,1,0,0,0,1,1,1,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,Hairy ligule 2,0,0,1,0,0,0,0,0,0,2
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,BRODIA,0,0,1,0,0,0,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,Straight up blade,0,0,0,0,1,1,0,1,1,8
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,AUSSCA,0,0,0,0,0,0,0,1,1,3
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,Bare ground,0,0,0,0,0,0,0,0,0,0
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,Rock,0,0,0,0,0,0,0,0,0,0
2/12/2015,Andrew O'Reilly-Nugent,S3,3,1,Litter,0,0,0,0,0,0,0,0,0,25
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,THETRI,1,1,1,1,0,0,1,0,0,30
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,AVEBAR,1,1,1,1,0,0,0,1,1,3
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,AUSBIG,0,0,1,1,1,1,1,1,1,20
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,HOLLAN2,1,0,0,0,0,0,1,1,1,4
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,PLALAN,0,0,1,0,1,1,0,1,1,15
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,VULSP1,0,1,1,1,1,1,1,1,1,15
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,Green fairy,0,0,0,1,1,1,1,1,1,10
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,ANTSCAB2,1,1,1,1,1,1,0,0,0,5
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,Tall RYD1,0,0,0,1,1,1,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,BROHOR,1,1,1,0,1,0,0,1,0,3
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,BRODIA,0,1,0,0,0,0,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,Straight up blade,0,1,0,0,0,0,1,1,1,8
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,TRISUB,0,0,1,0,0,1,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,Hairy ligule,0,0,0,1,0,0,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,AIRA,0,0,0,0,0,1,0,0,1,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,Bare ground,0,0,0,0,0,0,0,0,0,0
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,Rock,0,0,0,0,0,0,0,0,0,0
2/12/2015,Andrew O'Reilly-Nugent,S3,3,2,Litter,0,0,0,0,0,0,0,0,0,15
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,PLALAN,1,1,1,1,1,1,1,1,1,40
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,THETRI,0,0,1,0,1,1,1,1,0,8
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,HOLLAN2,0,0,0,0,1,1,0,1,0,3
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,HYPRAD,1,1,1,1,1,0,0,1,1,6
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,BROHOR,0,1,1,0,0,0,0,1,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,VULSP1,1,1,1,1,1,0,1,1,1,10
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,Green fairy,1,1,1,1,1,0,1,1,1,10
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,AIRA,1,1,0,0,0,1,0,1,1,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,Thick keel grass,0,0,0,0,1,0,0,1,0,2
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,Dark tussock 2,1,1,0,0,0,1,0,0,0,10
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,Pinecone grass,0,0,0,0,0,1,1,0,0,2
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,AUSSCA,0,0,0,0,0,1,0,0,0,4
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,Straight up blade,0,0,0,0,0,0,0,1,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,Bare ground,0,0,0,0,0,0,0,0,0,0
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,Rock,0,0,0,0,0,0,0,0,0,0
2/12/2015,Andrew O'Reilly-Nugent,S3,3,3,Litter,0,0,0,0,0,0,0,0,0,25
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,THETRI,1,1,1,1,1,1,1,1,1,50
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,HOLLAN2,1,1,1,1,1,1,1,0,1,15
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,PLALAN,1,1,1,0,0,0,1,1,1,10
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,HYPRAD,1,0,0,1,0,0,1,1,0,4
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,Green fairy,1,1,1,1,0,1,1,1,1,8
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,VULSP1,0,1,1,0,1,1,1,1,1,8
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,Pinecone grass,0,1,0,1,1,0,1,0,1,3
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,ANTSCAB2,1,0,0,0,0,0,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,BROHOR,1,1,0,0,0,1,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,Buttercup like,0,0,1,0,0,0,0,0,0,0.5
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,AUSBIG,0,1,0,0,0,0,0,0,0,4
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,AIRA,1,1,0,1,1,0,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,Tall RYD1,0,0,0,1,0,0,0,0,0,0.5
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,TRISUB,0,0,0,0,1,0,0,1,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,LOMFIL,0,0,0,0,0,0,0,0,1,3
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,Bare ground,0,0,0,0,0,0,0,0,0,0
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,Rock,0,0,0,0,0,0,0,0,0,0
2/12/2015,Andrew O'Reilly-Nugent,S3,3,4,Litter,0,0,0,0,0,0,0,0,0,10
2/12/2015,Andrew O'Reilly-Nugent,S3,4,1,AUSBIG,1,1,0,1,1,0,1,1,0,35
2/12/2015,Andrew O'Reilly-Nugent,S3,4,1,PLALAN,0,1,0,0,0,0,0,0,0,8
2/12/2015,Andrew O'Reilly-Nugent,S3,4,1,RUMACT,1,1,1,1,1,1,1,1,1,10
2/12/2015,Andrew O'Reilly-Nugent,S3,4,1,HOLLAN2,1,1,0,0,0,0,0,0,1,4
2/12/2015,Andrew O'Reilly-Nugent,S3,4,1,Fescue 1,0,0,0,0,0,1,0,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,4,1,BROHOR,0,0,0,0,1,1,1,0,0,1
2/12/2015,Andrew O'Reilly-Nugent,S3,4,1,Straight up blade,1,1,1,1,1,1,1,1,1,30
