date,site,observer,quadrat,id,1_pc,1_9,2_pc,2_9,3_pc,3_9,4_pc,4_9,5_pc,5_9,6_pc,6_9,7_pc,7_9,8_pc,8_9,9_pc,9_9,10_pc,10_9
12/11/2011,s2,Group,3,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,4,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Don,1,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,2,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,4,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Don,1,Early nancy,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,15.00,6,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,Early nancy,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2
13/11/2011,s5,Group,1,Early nancy,0.00,0,0.00,0,0.00,0,1.00,1,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,"Nola, Penny",2,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
2/11/2011,w4,Don,1,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,2,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,4,Early nancy,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,"Nola, Penny",2,Elymus scaber,0.00,0,0.00,0,1.00,1,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0
13/11/2011,w5,Don,1,Elymus scaber,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,4.00,6,0.00,0,0.00,0
13/11/2011,w5,Pax,2,Elymus scaber,0.00,0,0.00,0,0.00,0,0.00,0,10.00,5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
2/11/2011,w4,Don,1,Eragrostis,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,2,Eragrostis,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0
14/11/2011,w4,Group,4,Eragrostis,0.00,0,0.00,0,1.00,1,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Don,1,Eragrostis brownii,25.00,9,35.00,9,0.00,0,2.00,2,0.00,0,0.00,0,10.00,4,15.00,8,1.00,1,1.00,1
5/11/2011,s3,Group,2,Eragrostis brownii,50.00,9,16.00,9,0.00,0,0.00,0,0.00,0,20.00,6,10.00,5,20.00,7,20.00,5,1.00,1
5/11/2011,s3,Group,4,Eragrostis brownii,2.00,4,75.00,9,1.00,3,0.00,0,4.00,4,10.00,3,3.00,1,12.00,4,2.00,2,1.00,1
30/10/2011,s4,Don,1,Eragrostis brownii,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Robyn Whipp,2,Eragrostis brownii,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,Eragrostis brownii,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,Eragrostis brownii,0.00,0,0.00,0,0.00,0,0.00,0,3.00,1,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0
13/11/2011,s5,"Nola, Penny",2,Eragrostis brownii,2.00,2,0.00,0,15.00,7,7.00,3,14.00,5,0.00,0,2.00,2,0.00,0,7.00,6,5.00,3
13/11/2011,s5,Group,3,Eragrostis brownii,2.00,2,1.00,1,0.00,0,2.00,2,42.00,7,6.00,4,21.00,9,8.00,4,3.00,4,0.00,0
6/11/2011,w3,Don,1,Eragrostis brownii,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,3,0.00,0,0.00,0,2.00,2
6/11/2011,w3,Group,3,Eragrostis brownii,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,19.00,9,0.00,0,0.00,0
6/11/2011,w3,Andrew,4,Eragrostis brownii,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,1.00,1,0.00,0,0.00,0
13/11/2011,w5,Don,1,Eragrostis brownii,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,7.00,8,0.00,0,0.00,0,0.00,0
13/11/2011,w5,Pax,2,Eragrostis brownii,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,7.00,6,0.00,0,0.00,0
29/10/2011,s1,Don,1,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,5.00,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,s1,Don,2,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s1,Group,4,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Don,1,erodium blue,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,2,Erodium blue,0.00,0,0.00,0,0.00,0,11.00,5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,4.00,1,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,1,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,"Nola, Penny",2,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Felicity,2,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Group,4,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Don,1,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Group,3,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Andrew,4,Erodium blue,2.00,3,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
2/11/2011,w4,Don,1,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,2,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,4,Erodium blue,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,s1,Don,1,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,s1,Don,2,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s1,Group,4,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Don,1,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,4.00,8,0.00,0,1.00,1
5/11/2011,s3,Group,2,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,6.00,8,0.00,0,0.00,0
5/11/2011,s3,Group,4,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,4,1.00,1,2.00,2
30/10/2011,s4,Don,1,Erodium pink,0.00,0,0.00,0,2.00,2,1.00,1,0.00,0,1.00,3,0.00,0,0.00,0,0.00,0,1.00,2
30/10/2011,s4,Robyn Whipp,2,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,6,1.00,1,0.00,0,0.00,0,1.00,2
30/10/2011,s4,John Fitzgerald,3,Erodium pink,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1
30/10/2011,s4,Group,4,Erodium pink,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1
13/11/2011,s5,Group,1,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,"Nola, Penny",2,Erodium pink,5.00,4,0.00,0,0.00,0,0.00,0,1.00,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Don,1,Erodium pink,5.00,2,5.00,7,0.00,0,3.00,3,5.00,6,0.00,0,10.00,8,2.00,5,1.00,1,0.00,0
6/11/2011,w3,Group,3,Erodium pink,1.00,1,1.00,3,0.00,0,0.00,0,1.00,4,0.00,0,16.00,9,0.00,0,5.00,6,0.00,0
6/11/2011,w3,Andrew,4,Erodium pink,0.00,0,6.00,5,1.00,1,0.00,0,7.00,6,0.00,0,15.00,9,1.00,1,5.00,7,1.00,1
2/11/2011,w4,Don,1,Erodium pink,0.00,0,1.00,2,1.00,2,1.00,2,0.00,0,3.00,3,3.00,5,2.00,2,0.00,0,0.00,0
14/11/2011,w4,Group,2,Erodium pink,3.00,4,0.00,0,1.00,4,1.00,4,1.00,2,2.00,2,1.00,2,0.00,0,1.00,1,0.00,0
14/11/2011,w4,Group,4,Erodium pink,2.00,3,0.00,0,0.00,0,5.00,3,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,Don,1,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0,0.00,0
13/11/2011,w5,Pax,2,Erodium pink,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,1
13/11/2011,w5,John,3,Erodium pink,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,1.00,3,0.00,0,0.00,0,1.00,1,1.00,1
2/11/2011,w4,Don,1,Euchiton sphaericus,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,2,Euchiton sphaericus,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,4,Euchiton sphaericus,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,9,0.00,0,1.00,1,0.00,0,0.00,0
13/11/2011,w5,Don,1,feather,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,Pax,2,feather,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,John,3,feather,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,flat brome,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1
12/11/2011,w2,Don,1,flat brome,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Nola,2,flat brome,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Pax,4,flat brome,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,1,flat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,"Nola, Penny",2,flat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,flat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,s1,Don,1,flatweed,5.00,2,0.00,0,10.00,9,0.00,0,5.00,5,0.00,0,5.00,3,0.00,0,5.00,5,0.00,0
29/10/2011,s1,Don,2,flatweed,2.00,3,0.00,0,3.00,6,1.00,1,3.00,7,0.00,0,5.00,9,1.00,2,8.00,6,0.00,0
12/11/2011,s1,Group,4,flatweed,0.00,0,1.00,1,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,2.00,3,1.00,2,0.00,0
12/11/2011,s2,Group,1,flatweed,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,3,flatweed,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0
12/11/2011,s2,Group,4,flatweed,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,3,0.00,0
5/11/2011,s3,Don,1,flatweed,5.00,2,3.00,2,0.00,0,15.00,8,8.00,4,15.00,7,25.00,9,5.00,6,5.00,3,13.00,8
5/11/2011,s3,Group,2,flatweed,20.00,5,1.00,1,0.00,0,7.00,6,5.00,6,5.00,5,15.00,4,11.00,7,8.00,3,10.00,6
5/11/2011,s3,Group,4,flatweed,22.00,7,2.00,2,8.00,6,15.00,7,1.00,1,20.00,8,6.00,5,5.00,9,8.00,5,4.00,4
30/10/2011,s4,Don,1,flatweed,2.00,2,0.00,0,15.00,9,35.00,8,30.00,9,15.00,9,20.00,9,15.00,9,1.00,3,5.00,9
30/10/2011,s4,Robyn Whipp,2,flatweed,0.00,0,0.00,0,0.00,0,0.00,0,20.00,9,5.00,9,25.00,9,10.00,9,0.00,0,25.00,7
30/10/2011,s4,John Fitzgerald,3,flatweed,0.00,0,10.00,8,1.00,3,5.00,2,0.00,0,20.00,9,35.00,9,5.00,6,0.00,0,10.00,9
30/10/2011,s4,Group,4,flatweed,0.00,0,0.00,0,15.00,9,1.00,1,10.00,8,5.00,9,15.00,9,5.00,7,4.00,4,15.00,9
13/11/2011,s5,Group,1,flatweed,3.00,9,0.00,0,1.00,1,5.00,5,1.00,1,1.00,2,1.00,5,0.00,0,1.00,5,0.00,0
13/11/2011,s5,"Nola, Penny",2,flatweed,5.00,9,0.00,0,0.00,0,2.00,9,0.00,0,3.00,4,8.00,7,2.00,4,1.00,9,0.00,0
13/11/2011,s5,Group,3,flatweed,3.00,3,0.00,0,1.00,2,5.00,5,0.00,0,4.00,7,8.00,9,1.00,1,1.00,4,0.00,0
29/10/2011,w1,Felicity,2,flatweed,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,3,0.00,0
29/10/2011,w1,Don,4,flatweed,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,1.00,0
29/10/2011,w1,Group,4,flatweed,0.00,0,1.00,1,0.00,0,1.00,1,0.00,0,0.00,0,1.00,2,0.00,0,1.00,3,1.00,2
29/10/2011,w1,Don,4,flatweed,0.00,0,1.00,2,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,1.00,4,1.00,4,0.00,0
12/11/2011,w2,Don,1,flatweed,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Nola,2,flatweed,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Pax,4,flatweed,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2
6/11/2011,w3,Don,1,flatweed,10.00,9,0.00,0,0.00,0,12.00,7,0.00,0,0.00,0,0.00,0,20.00,7,0.00,0,2.00,3
6/11/2011,w3,Group,3,flatweed,7.00,7,4.00,5,0.00,0,8.00,6,2.00,1,2.00,1,0.00,0,28.00,8,10.00,5,1.00,2
6/11/2011,w3,Andrew,4,flatweed,20.00,9,0.00,0,2.00,1,1.00,1,2.00,2,1.00,2,0.00,0,4.00,5,5.00,8,0.00,0
2/11/2011,w4,Don,1,flatweed,0.00,0,0.00,0,10.00,9,4.00,4,0.00,0,3.00,4,18.00,9,20.00,9,0.00,0,4.00,4
14/11/2011,w4,Group,2,flatweed,1.00,4,0.00,0,6.00,9,1.00,5,0.00,0,15.00,9,9.00,9,17.00,9,0.00,0,5.00,3
14/11/2011,w4,Group,4,flatweed,0.00,0,0.00,0,8.00,7,0.00,0,0.00,0,1.00,3,8.00,5,3.00,7,0.00,0,1.00,2
13/11/2011,w5,Don,1,flatweed,0.00,0,0.00,0,3.00,3,1.00,1,0.00,0,7.00,8,0.00,0,0.00,0,2.00,6,0.00,0
13/11/2011,w5,Pax,2,flatweed,0.00,0,0.00,0,1.00,5,0.00,0,0.00,0,10.00,6,0.00,0,0.00,0,2.00,6,0.00,0
13/11/2011,w5,John,3,flatweed,5.00,6,0.00,0,1.00,6,1.00,1,0.00,0,4.00,7,0.00,0,0.00,0,1.00,1,0.00,0
5/11/2011,s3,Don,1,fleabane,0.00,0,0.00,0,1.00,1,5.00,1,1.00,1,0.00,0,3.00,2,0.00,0,7.00,5,0.00,0
5/11/2011,s3,Group,2,fleabane,0.00,0,0.00,0,1.00,1,5.00,2,0.00,0,0.00,0,0.00,0,1.00,4,5.00,2,2.00,3
5/11/2011,s3,Group,4,fleabane,0.00,0,0.00,0,1.00,1,1.00,1,1.00,1,0.00,0,0.00,0,0.00,0,1.00,1,1.00,1
30/10/2011,s4,Don,1,fleabane,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,fleabane,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,fleabane,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,1,fleabane,1.00,2,2.00,3,0.00,0,1.00,1,2.00,3,0.00,0,1.00,2,1.00,3,1.00,1,4.00,1
13/11/2011,s5,"Nola, Penny",2,fleabane,1.00,2,0.00,0,2.00,2,1.00,1,1.00,1,0.00,0,0.00,0,1.00,1,2.00,2,0.00,0
13/11/2011,s5,Group,3,fleabane,1.00,1,1.00,2,4.00,2,0.00,0,0.00,0,1.00,2,1.00,1,1.00,1,2.00,2,1.00,1
12/11/2011,w2,Don,1,fleabane,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,1,0.00,0,0.00,0
12/11/2011,w2,Nola,2,fleabane,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Pax,4,fleabane,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,1,fluffy cudweed???,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,3,fluffy cudweed???,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,4,fluffy cudweed???,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Felicity,2,fluffy cudweed???,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,5
29/10/2011,w1,Don,4,fluffy cudweed???,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Group,4,fluffy cudweed???,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,fluffy cudweed???,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0
5/11/2011,s3,Don,1,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,2,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,4,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Don,1,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Robyn Whipp,2,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,1,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0
13/11/2011,s5,"Nola, Penny",2,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Don,1,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Group,3,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Andrew,4,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,Don,1,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,Pax,2,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,1
13/11/2011,w5,John,3,fluffy wallaby grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,1,fork leaved sorrel,3.00,3,0.00,0,0.00,0,2.00,2,1.00,2,0.00,0,0.00,0,1.00,1,0.00,0,10.00,2
13/11/2011,s5,"Nola, Penny",2,fork leaved sorrel,1.00,1,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0
5/11/2011,s3,Don,1,forked leaf,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,2,forked leaf,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,4,forked leaf,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,1,french catchfly,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,"Nola, Penny",2,french catchfly,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,french catchfly,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,furry leaf,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,1,fuzzweed (pale),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,3,fuzzweed (pale),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
